,一部事務組合等コード表（令和７年10月23日現在）,,,,,,,
,038890,奥州金ケ崎行政事務組合（事業会計分）,おうしゅうかねがさきぎょうせいじむくみあい（じぎょうかいけいぶん）,昭和63年2月1日,0230003,岩手県奥州市水沢佐倉河字仙人49,0197245821,
,038903,久慈広域連合（事業会計分）,くじこういきれんごう（じぎょうかいけいぶん）,平成12年9月5日,0280056,岩手県久慈市中町一丁目67番地,0194613344,
,038911,一関地区広域行政組合（事業会計分）,いちのせきちくこういきぎょうせいくみあい（じぎょうかいけいぶん）,平成18年4月1日,0218501,岩手県一関市竹山町７－２,0191212111,
,038920,岩手県後期高齢者医療広域連合（事業会計分）,いわてけんこうきこうれいしゃいりょうこういきれんごう（じぎょうかいけいぶん）,平成19年2月1日,0200821,岩手県盛岡市山王町4-1,0196067500,
,038938,盛岡広域環境組合,もりおかこういきかんきょうくみあい,令和5年2月1日,0208531,岩手県盛岡市若園町２－18,0196137653,
,048101,色麻町外一市一ヶ村花川ダム管理組合,しかまちょうほかいっしいっかそんはなかわだむかんりくみあい,昭和39年12月9日,9814122,宮城県加美郡色麻町四竃字北谷地41番地,0229652111,
,048151,吉田川流域溜池大和町外３市３ケ町村組合,よしだがわりゅういきためいけたいわちょうほかさんしさんかちょうそんくみあい,昭和26年7月5日,9813680,宮城県黒川郡大和町吉岡まほろば一丁目1番地の1,0223451119,
,048160,大衡村外一町牛野ダム管理組合,おおひらむらほかいっちょううしのだむかんりくみあい,昭和53年2月8日,9813692,宮城県黒川郡大衡村大衡字平林62番地,0223418514,
,048674,黒川地域行政事務組合（普通会計分）,くろかわちいきぎょうせいじむくみあい（ふつうかいけいぶん）,昭和41年4月1日,9813621,宮城県黒川郡大和町吉岡字下町15番地の1,0223451541,
,048691,亘理名取共立衛生処理組合,わたりなとりきょうりつえいせいしょりくみあい,昭和38年2月4日,9892421,宮城県岩沼市下野郷字新藤曽根1番地の1,0223221717,
,048721,宮城東部衛生処理組合,みやぎとうぶえいせいしょりくみあい,昭和40年7月14日,9810111,宮城県宮城郡利府町加瀬字新船岡5番地,0223686017,
,049221,宮城県市町村職員退職手当組合,みやぎけんしちょうそんしょくいんたいしょくてあてくみあい,昭和31年4月1日,9800011,宮城県仙台市青葉区上杉1丁目2番3号,0222212030,
,049255,宮城県市町村非常勤消防団員補償報償組合,みやぎけんしちょうそんひじょうきんしょうぼうだんいんほしょうほうしょうくみあい,昭和27年5月1日,9800011,宮城県仙台市青葉区上杉1丁目2番3号,0222219201,
,049280,石巻地区広域行政事務組合,いしのまきちくこういきぎょうせいじむくみあい,昭和44年4月1日,9860844,宮城県石巻市重吉町8番地20,0225963101,
,049298,塩釜地区消防事務組合,しおがまちくしょうぼうじむくみあい,昭和45年4月1日,9850021,宮城県塩竈市尾島町17番22号,0223610119,
,049310,亘理地区行政事務組合,わたりちくぎょうせいじむくみあい,昭和45年4月1日,9892351,宮城県亘理郡亘理町字祝田34番地2,0223347737,
,049328,仙南地域広域行政事務組合,せんなんちいきこういきぎょうせいじむくみあい,昭和45年8月8日,9891264,宮城県柴田郡大河原町字新青川1番地1,0224522628,
,049361,大崎地域広域行政事務組合,おおさきちいきこういきぎょうせいじむくみあい,昭和46年8月2日,9896174,宮城県大崎市古川千手寺町二丁目５番２０号,0229232325,
,049387,気仙沼・本吉地域広域行政事務組合,けせんぬまもとよしちいきこういきぎょうせいじむくみあい,昭和46年8月2日,9880104,宮城県気仙沼市赤岩五駄鱈43番地2,0226229111,
,049646,石巻地方広域水道企業団,いしのまきちほうこういきすいどうきぎょうだん,昭和55年10月14日,9860861,宮城県石巻市蛇田字新上沼116番地,0225956713,
,049654,宮城県市町村自治振興センター,みやぎけんしちょうそんじちしんこうせんたー,平成5年11月1日,9813341,宮城県富谷市成田二丁目22番地1,0223515781,
,049689,加美郡保健医療福祉行政事務組合（普通会計分）,かみぐんほけんいりょうふくしぎょうせいじむくみあい（ふつうかいけいぶん）,平成10年1月30日,9814122,宮城県加美郡色麻町四竃字杉成9番地,0229662760,
,049697,みやぎ県南中核病院企業団,みやぎけんなんちゅうかくびょういんきぎょうだん,平成10年7月7日,9891253,宮城県柴田郡大河原町字西38番地1,0224515500,
,049727,宮城県後期高齢者医療広域連合（普通会計分）,みやぎけんこうきこうれいしゃいりょうこういきれんごう（ふつうかいけいぶん）,平成19年2月8日,9800011,宮城県仙台市青葉区上杉1丁目2番3号,0222661026,
,049743,黒川地域行政事務組合（事業会計分）,くろかわちいきぎょうせいじむくみあい（じぎょうかいけいぶん）,昭和41年4月1日,9813621,宮城県黒川郡大和町吉岡字下町15番地の1,0223451541,
,049751,加美郡保健医療福祉行政事務組合（事業会計分）,かみぐんほけんいりょうふくしぎょうせいじむくみあい（じぎょうかいけいぶん）,平成10年1月30日,9814122,宮城県加美郡色麻町四竃字杉成9番地,0229662760,
,049778,宮城県後期高齢者医療広域連合（事業会計分）,みやぎけんこうきこうれいしゃいりょうこういきれんごう（じぎょうかいけいぶん）,平成19年2月8日,9800011,宮城県仙台市青葉区上杉1丁目2番3号,0222661026,
,058041,秋田県市町村総合事務組合,あきたけんしちょうそんそうごうじむくみあい,昭和33年11月1日,0100951,秋田県秋田市山王4丁目2-3 秋田県市町村会館内,0188880220,
,058394,北秋田市上小阿仁村生活環境施設組合,きたあきたしかみこあにむらせいかつかんきょうしせつくみあい,昭和40年1月29日,0183392,秋田県北秋田市花園町19-1 北秋田市役所内,0186621110,
,058505,湯沢雄勝広域市町村圏組合,ゆざわおがちこういきしちょうそんけんくみあい,昭和45年6月1日,0120827,秋田県湯沢市表町三丁目３番14号消防庁舎２階,0183739691,
,058548,本荘由利広域市町村圏組合,ほんじょうゆりこういきしちょうそんけんくみあい,昭和45年9月1日,0150871,秋田県由利本荘市尾崎17 本荘由利広域行政センター内,0184232019,
,058611,能代山本広域市町村圏組合,のしろやまもとこういきしちょうそんけんくみあい,昭和46年7月15日,0160876,秋田県能代市字海詠坂3-2 能代山本広域交流センター内,0185892316,
,058629,大曲仙北広域市町村圏組合,おおまがりせんぼくこういきしちょうそんけんくみあい,昭和46年8月1日,0140061,秋田県大仙市大曲栄町13-47,0187625187,
,058653,三種・八峰養護老人ホーム組合,みたねはっぽうようごろうじんほーむくみあい,昭和46年11月8日,0182303,秋田県山本郡三種町森岳字上台11-3,0185832221,
,058670,鹿角広域行政組合,かづのこういきぎょうせいくみあい,昭和47年4月1日,0185201,秋田県鹿角市花輪字向畑100-2,0186222611,
,058726,男鹿地区消防一部事務組合,おがちくしょうぼういちぶじむくみあい,昭和48年6月1日,0100511,秋田県男鹿市船川港船川字海岸通り2-12-7,0185233139,
,058742,男鹿地区衛生処理一部事務組合,おがちくえいせいしょりいちぶじむくみあい,昭和50年11月12日,0100341,秋田県男鹿市船越字一向207-145,0185353315,
,058785,大仙美郷介護福祉組合,だいせんみさとかいごふくしくみあい,昭和61年6月26日,0191601,秋田県大仙市太田町横沢字窪関南535-1,0187869160,
,058815,湖東地区行政一部事務組合,ことうちくぎょうせいいちぶじむくみあい,平成4年4月1日,0181516,秋田県南秋田郡井川町浜井川字喜兵衛堰10-1,0188742420,
,058823,八郎潟町、井川町衛生処理施設組合,はちろうがたまちいかわまちえいせいしょりしせつくみあい,平成7年4月1日,0181616,秋田県南秋田郡八郎潟町字大道80 八郎潟町役場内,0188755858,
,058831,秋田県市町村会館管理組合,あきたけんしちょうそんかいかんかんりくみあい,平成10年10月1日,0100951,秋田県秋田市山王4丁目2-3 秋田県市町村会館内,0188623900,
,058840,八郎湖周辺清掃事務組合,はちろうこしゅうへんせいそうじむくみあい,平成17年3月10日,0100413,秋田県男鹿市松木沢字板引沢台73,0185227211,
,058858,秋田県後期高齢者医療広域連合,あきたけんこうきこうれいしゃいりょうこういきれんごう,平成19年2月1日,0100951,秋田県秋田市山王4丁目2-3 秋田県市町村会館内,0188380610,
,058866,秋田県町村電算システム共同事業組合,あきたけんちょうそんでんさんしすてむきょうどうじぎょうくみあい,平成25年4月1日,0100951,秋田県秋田市山王4丁目2-3 秋田県市町村会館内,0188831437,
,068012,山形県消防補償等組合,やまがたけんしょうぼうほしょうとうくみあい,昭和27年1月23日,9900023,山形県山形市松波４丁目１－１５（山形県自治会館内）,0236315156,
,068021,山形県自治会館管理組合,やまがたけんじちかいかんかんりくみあい,昭和35年4月1日,9900023,山形県山形市松波４丁目１－１５（山形県自治会館内）,0236315151,
,068039,山形県市町村職員退職手当組合,やまがたけんしちょうそんしょくいんたいしょくてあてくみあい,昭和35年10月1日,9900023,山形県山形市松波４丁目１－１５（山形県自治会館内）,0236310650,
,068217,東根市外二市一町共立衛生処理組合,ひがしねしほかにしいっちょうきょうりつえいせいしょりくみあい,昭和35年4月1日,9993775,山形県東根市大字野田字シタ２０３８,0237471321,
,068314,山形広域環境事務組合,やまがたこういきかんきょうじむくみあい,昭和43年6月20日,9908540,山形県山形市旅篭町２丁目３－２５,0236411844,
,068454,北村山公立病院組合,きたむらやまこうりつびょういんくみあい,昭和37年3月24日,9993792,山形県東根市温泉町２丁目１５－１,0237422111,
,068829,松川堰組合,まつかわせきくみあい,昭和25年1月12日,9928501,山形県米沢市金池５丁目２－２５(米沢市役所内),0238231676,
,069027,最上川中部水道企業団,もがみがわちゅうぶすいどうきぎょうだん,昭和42年4月1日,9900401,山形県中山町大字長崎４８４８,0236622163,
,069230,山形県市町村交通災害共済組合,やまがたけんしちょうそんこうつうさいがいきょうさいくみあい,昭和44年3月29日,9900023,山形県山形市松波４丁目１－１５（山形県自治会館内）,0236315156,
,069451,庄内広域行政組合（普通会計分）,しょうないこういきぎょうせいくみあい（ふつうかいけいぶん）,平成6年4月1日,9971321,山形県三川町大字押切新田字茨谷地５０,0235664141,
